USERID,score,city,gender,age,equity,balance,products,credit_card,last_activity,EST_SALARY,churn
221137,892.0,Ярославль,Ж,46.0,0,,1,0,1,117259.62,0
219223,925.0,Ярославль,М,39.0,5,3102668.51,3,0,0,285645.42,0
162662,927.0,Ярославль,Ж,62.0,3,508248.95,3,0,1,159584.26,0
204810,878.0,Рыбинск,Ж,36.0,3,881331.57,2,0,0,142533.79,0
220352,746.0,Ярославль,М,28.0,1,158281.87,2,1,1,19460.12,0
160462,691.0,Ярославль,М,26.0,0,,1,1,0,252404.6,0
121076,868.0,Ярославль,М,69.0,4,309692.4,1,1,0,116642.13,1
174740,774.0,Ярославль,М,51.0,3,374404.0,1,1,0,64193.23,1
115244,759.0,Ростов,Ж,36.0,2,772311.94,3,0,0,131983.82,0
177692,833.0,Рыбинск,М,35.0,5,611927.68,3,1,0,24906.43,0
157956,898.0,Ярославль,Ж,33.0,4,1004794.19,2,1,1,130216.69,1
204933,846.0,Ярославль,М,41.0,5,834093.84,2,1,1,370689.77,0
190617,844.0,Ярославль,М,44.0,5,722394.54,1,1,0,201909.4,0
186178,752.0,Ярославль,Ж,44.0,2,124575.53,2,0,0,134744.66,0
189692,836.0,Рыбинск,М,46.0,2,147863.23,1,1,1,164262.55,1
189724,787.0,Ростов,М,40.0,4,507717.86,1,1,0,68884.57,0
128115,901.0,Рыбинск,Ж,31.0,5,698945.84,2,0,1,110222.84,1
212724,842.0,Ярославль,М,46.0,2,216172.16,1,1,1,190933.39,0
139077,929.0,Ярославль,Ж,36.0,0,,1,1,0,820298.74,0
156026,881.0,Ярославль,Ж,37.0,4,431657.11,1,1,1,133120.63,1
214482,889.0,Ростов,Ж,67.0,5,756735.55,2,1,0,35271.79,0
116605,935.0,Ростов,М,36.0,4,2564227.89,2,0,0,213955.17,1
134302,923.0,Ростов,Ж,64.0,5,897881.83,2,0,1,100966.34,0
124243,905.0,Ярославль,Ж,34.0,5,866552.31,2,1,1,120098.21,1
225142,830.0,Ростов,Ж,40.0,4,1431993.75,3,1,0,160928.83,1
172142,896.0,Ярославль,Ж,30.0,4,1009073.14,4,1,0,70866.29,1
131414,826.0,Ярославль,М,33.0,5,470612.11,2,1,1,73729.5,0
181491,853.0,Ярославль,М,59.0,6,550879.01,2,1,1,76467.96,1
205544,849.0,Ярославль,Ж,59.0,1,283251.48,2,1,0,55313.45,0
196492,826.0,Ярославль,Ж,51.0,1,316501.9,2,1,1,97439.69,0
222194,798.0,Рыбинск,Ж,29.0,5,627218.5,2,1,0,45892.95,0
124798,901.0,Ярославль,М,56.0,4,4827453.82,2,1,0,56701.95,0
118559,733.0,Ярославль,Ж,42.0,0,,1,1,0,206012.14,0
215436,801.0,Рыбинск,Ж,36.0,3,349577.3,2,1,1,54624.46,0
115644,746.0,Рыбинск,Ж,60.0,1,150496.44,2,1,0,23658.2,0
187530,824.0,Ярославль,М,53.0,5,917218.71,2,1,0,227736.04,0
160995,905.0,Ярославль,Ж,63.0,0,,1,0,0,135275.53,0
202227,749.0,Ростов,Ж,41.0,0,207726.76,2,1,1,86419.91,0
153769,697.0,Ярославль,М,37.0,0,,1,1,1,286714.51,0
116000,885.0,Рыбинск,М,43.0,0,,2,1,0,199527.02,0
158583,814.0,Ярославль,М,34.0,5,525411.24,1,1,1,62126.01,0
160198,871.0,Ярославль,М,42.0,3,656910.7,2,1,0,249625.32,0
201586,853.0,Ростов,Ж,72.0,5,704653.64,2,0,1,100393.17,0
131599,775.0,Рыбинск,М,30.0,5,697981.2,2,1,0,54764.91,0
131922,876.0,Рыбинск,Ж,54.0,2,1137673.9,4,1,1,124997.37,1
129488,905.0,Рыбинск,Ж,51.0,0,,1,1,0,296005.11,0
185016,784.0,Ярославль,Ж,61.0,3,1216077.13,3,1,1,29072.89,1
223590,935.0,Ярославль,М,57.0,1,,1,0,0,546908.79,0
148479,844.0,Рыбинск,Ж,56.0,4,300594.65,2,1,1,93485.89,0
150385,858.0,Рыбинск,М,37.0,2,287349.4,2,0,0,68918.38,0
215667,787.0,Ярославль,Ж,61.0,4,478079.83,2,1,0,24384.82,1
118045,971.0,Ярославль,М,62.0,0,,1,0,1,570899.96,0
179595,657.0,Ярославль,М,27.0,0,,1,1,1,63004.88,0
154608,853.0,Рыбинск,Ж,51.0,3,926278.14,2,0,0,94887.37,0
219177,874.0,Ярославль,М,38.0,5,720031.67,2,1,0,79237.78,0
181581,809.0,Рыбинск,Ж,37.0,2,574377.36,2,1,0,232881.3,0
213977,963.0,Ярославль,Ж,46.0,0,,1,0,1,318087.84,0
151678,889.0,Ярославль,Ж,46.0,0,171200.0,3,0,0,143904.14,0
193723,913.0,Ярославль,М,50.0,0,,1,1,1,210723.86,0
208963,877.0,Рыбинск,М,55.0,4,954189.62,2,0,1,134427.16,1
189914,830.0,Ярославль,Ж,49.0,3,495025.76,2,1,1,219959.28,0
120126,836.0,Ростов,М,38.0,3,447110.28,2,0,0,137336.98,0
138589,808.0,Ярославль,М,48.0,0,38269.74,1,1,1,147078.56,0
186515,889.0,Ростов,Ж,60.0,6,605949.27,2,0,1,81771.21,0
185165,739.0,Ярославль,Ж,20.0,0,,2,1,0,111260.9,0
193732,996.0,Ярославль,М,44.0,4,980897.13,2,1,1,79896.7,0
146534,810.0,Ростов,М,28.0,3,168414.78,2,0,0,37066.88,0
207753,863.0,Ростов,Ж,45.0,1,318288.19,2,1,1,129042.32,0
142108,877.0,Ярославль,М,43.0,0,,1,0,0,218902.39,0
155406,799.0,Рыбинск,Ж,57.0,5,983944.61,2,0,0,150309.44,0
218031,849.0,Ярославль,М,51.0,3,974774.91,2,1,0,181232.05,1
194647,860.0,Ростов,Ж,40.0,5,530188.37,2,0,1,171555.84,1
136060,887.0,Ярославль,Ж,73.0,5,813851.1,2,1,0,20995.41,0
181526,918.0,Ярославль,Ж,37.0,5,1366382.35,4,1,1,97932.95,1
169507,934.0,Ярославль,Ж,37.0,5,2894230.3,4,1,1,252071.75,1
152464,765.0,Ярославль,М,35.0,4,915143.98,2,1,1,151222.04,0
171398,843.0,Ростов,Ж,23.0,3,70457.7,2,1,0,13937.42,0
207536,882.0,Ярославль,М,43.0,0,,1,1,1,293279.35,0
198612,860.0,Ярославль,Ж,60.0,2,267360.73,1,1,0,74673.41,0
187962,856.0,Ярославль,Ж,58.0,4,1378043.12,2,0,1,443839.05,0
96679,853.0,Ярославль,Ж,29.0,0,223456.62,2,0,1,85216.97,1
225234,935.0,Рыбинск,Ж,35.0,0,,1,0,1,132161.77,0
208081,821.0,Рыбинск,Ж,62.0,3,493608.26,2,1,1,33491.45,0
220281,808.0,Ярославль,М,33.0,5,434871.88,2,1,1,69173.05,0
203972,843.0,Ярославль,Ж,51.0,4,789767.19,2,1,1,153272.66,0
151622,813.0,Ростов,М,41.0,2,115236.84,2,0,0,160994.01,0
150987,854.0,Рыбинск,Ж,33.0,3,309598.18,2,0,1,86647.11,0
116249,923.0,Ростов,М,25.0,0,,1,1,0,85962.43,0
159667,885.0,Ростов,Ж,43.0,4,691271.55,2,1,1,174936.55,1
219750,822.0,Ярославль,М,46.0,5,1153103.86,3,0,1,251722.3,0
202393,912.0,Ярославль,Ж,34.0,0,,1,1,1,135722.46,0
140951,873.0,Рыбинск,М,31.0,2,805445.62,4,1,1,193062.46,1
156535,652.0,Рыбинск,М,55.0,0,,2,1,1,60374.86,0
216657,963.0,Ярославль,Ж,30.0,0,,1,1,1,147095.65,0
138364,869.0,Ярославль,М,37.0,1,224617.61,2,1,0,193522.3,0
131190,792.0,Ярославль,М,41.0,5,539333.75,3,1,1,97908.92,0
140158,941.0,Рыбинск,М,29.0,0,,1,1,1,198712.55,0
187456,769.0,Ростов,М,57.0,5,1003580.39,1,1,1,55369.1,0
155380,921.0,Ярославль,М,34.0,4,858986.03,4,1,1,129876.88,1
122490,777.0,Рыбинск,М,50.0,0,169951.34,2,0,1,94212.97,0
211276,917.0,Ярославль,М,25.0,0,,1,1,1,120893.0,0
123230,980.0,Рыбинск,Ж,53.0,0,,1,1,1,327646.02,1
120655,939.0,Ярославль,М,40.0,0,,1,1,1,104045.85,0
174551,902.0,Ярославль,М,34.0,0,,1,1,1,166320.38,0
134770,926.0,Ярославль,Ж,52.0,4,2488753.54,3,0,1,156934.62,1
118169,850.0,Рыбинск,Ж,38.0,3,376006.72,2,0,1,16955.66,0
162151,746.0,Ярославль,М,35.0,0,92438.87,2,1,0,141904.4,0
154606,907.0,Ярославль,Ж,66.0,0,,1,1,0,142101.48,0
208650,846.0,Рыбинск,М,45.0,2,408890.94,2,1,0,198606.76,0
170541,847.0,Ростов,М,41.0,1,281089.1,2,1,0,224413.0,0
138763,928.0,Ярославль,М,29.0,0,,1,1,1,117092.59,0
117066,889.0,Ярославль,М,34.0,0,,1,1,1,198867.81,0
121287,812.0,Ярославль,М,45.0,6,482251.26,2,1,0,65300.67,0
188267,849.0,Ярославль,М,44.0,4,1518162.6,1,1,0,247427.01,0
141135,766.0,Ярославль,М,31.0,4,286421.49,1,1,1,108535.23,0
151825,776.0,Ростов,Ж,38.0,5,695180.78,2,1,0,26715.08,0
165498,901.0,Ярославль,М,37.0,0,,1,1,1,159658.36,0
193137,904.0,Ярославль,М,42.0,0,,1,1,0,119465.28,0
193927,882.0,Рыбинск,Ж,66.0,2,333609.33,3,1,1,35492.51,0
167512,881.0,Ярославль,Ж,50.0,4,511237.34,3,0,1,161387.9,1
145179,932.0,Ярославль,Ж,30.0,0,,1,1,1,213790.1,0
151354,912.0,Ярославль,М,66.0,0,,1,0,1,184592.19,0
136203,823.0,Ярославль,Ж,25.0,7,188998.79,2,1,1,19458.87,0
170312,813.0,Рыбинск,Ж,47.0,3,370027.67,2,0,0,129835.56,0
227223,868.0,Ярославль,М,40.0,3,1131557.21,4,1,0,199816.9,1
174522,902.0,Рыбинск,Ж,53.0,4,1093538.33,2,1,1,91131.07,0
179248,823.0,Ростов,Ж,60.0,4,1028438.88,2,0,0,67296.03,0
181775,878.0,Рыбинск,Ж,23.0,0,,1,1,1,88578.64,0
120417,819.0,Ярославль,Ж,61.0,3,1113016.94,3,0,0,92622.09,0
132698,837.0,Ярославль,М,32.0,4,385018.49,2,1,1,148048.45,0
171002,794.0,Ярославль,Ж,36.0,1,153165.12,3,1,1,31032.3,0
122495,927.0,Рыбинск,М,38.0,0,,1,0,0,160941.32,0
157715,812.0,Ростов,М,52.0,3,380972.75,2,0,1,136101.31,0
188947,796.0,Ростов,М,55.0,2,1138397.04,3,0,0,52261.73,1
167274,916.0,Рыбинск,Ж,37.0,0,,1,1,0,154353.06,0
181470,834.0,Ярославль,Ж,48.0,3,1193520.83,2,0,0,206846.01,1
100572,870.0,Ярославль,Ж,35.0,4,1527907.98,2,1,1,215983.26,1
182743,803.0,Ярославль,Ж,65.0,1,130268.78,3,1,0,179352.42,0
218903,893.0,Ярославль,М,37.0,5,646327.19,1,1,0,115719.13,1
144678,924.0,Ярославль,М,45.0,4,444235.63,2,1,0,200511.62,0
148227,834.0,Ярославль,М,37.0,5,832357.22,2,1,0,148767.14,0
160506,876.0,Ярославль,Ж,22.0,4,52723.23,2,1,0,30261.62,0
131740,894.0,Ярославль,М,48.0,0,,1,1,0,284145.56,0
142370,908.0,Ярославль,Ж,47.0,3,388026.59,2,1,1,207549.76,0
117127,935.0,Ярославль,М,36.0,0,,2,1,1,235926.74,0
136824,823.0,Ярославль,М,31.0,1,231164.16,2,1,0,52239.93,1
190428,773.0,Ярославль,Ж,65.0,2,396737.48,2,0,0,36383.42,0
179283,858.0,Рыбинск,Ж,60.0,3,643051.55,2,0,1,71813.17,0
201370,764.0,Ростов,Ж,24.0,1,373214.21,2,0,0,133195.07,0
141877,898.0,Ростов,М,53.0,0,,1,1,1,131444.72,0
127637,770.0,Ярославль,М,25.0,3,132351.24,1,1,0,56642.92,0
149601,866.0,Рыбинск,М,30.0,5,588736.74,4,0,1,35877.5,1
159253,823.0,Рыбинск,М,32.0,1,280209.79,3,1,0,85317.57,0
180620,669.0,Ярославль,М,39.0,0,,1,1,1,126350.07,0
201881,789.0,Рыбинск,Ж,45.0,4,1384390.59,2,1,0,87173.84,0
148810,906.0,Ростов,М,43.0,0,,1,1,0,166609.52,0
176643,824.0,Рыбинск,М,40.0,4,1106329.97,2,0,0,142446.37,0
148240,879.0,Рыбинск,Ж,41.0,5,441300.66,2,1,0,46399.76,0
179070,804.0,Ярославль,М,44.0,4,469845.25,3,1,0,175801.42,0
139305,927.0,Ярославль,Ж,48.0,3,2858389.58,4,1,1,170343.47,1
138547,887.0,Ярославль,М,35.0,6,475768.04,3,0,1,194435.25,1
166416,852.0,Ярославль,Ж,34.0,4,352235.83,4,1,1,69371.83,0
119164,773.0,Рыбинск,Ж,56.0,2,531842.27,1,1,0,62275.77,0
223700,850.0,Рыбинск,Ж,31.0,1,140766.95,2,1,0,121434.61,0
169628,779.0,Ярославль,Ж,45.0,3,372559.53,2,0,0,141853.1,0
164392,914.0,Ростов,М,32.0,4,274454.62,2,1,0,229907.68,0
117292,948.0,Ярославль,Ж,39.0,0,,1,1,1,308455.08,0
108227,977.0,Рыбинск,М,40.0,5,4827195.67,4,1,1,920024.89,1
122751,920.0,Ростов,Ж,26.0,5,709319.6,2,0,1,75781.46,1
128679,790.0,Ярославль,Ж,29.0,5,453430.45,1,1,1,56195.64,0
205630,855.0,Рыбинск,Ж,45.0,2,574755.13,2,0,1,85116.27,0
165221,850.0,Ярославль,М,33.0,4,349120.14,2,1,1,172876.24,0
226852,810.0,Ярославль,Ж,47.0,3,456378.59,3,0,0,108645.69,0
174284,795.0,Ростов,Ж,57.0,2,236076.64,2,1,0,77481.9,0
223666,789.0,Ярославль,М,25.0,0,47055.0,3,0,0,49134.97,1
138660,836.0,Ростов,Ж,,5,294315.53,2,0,1,63310.22,1
219571,807.0,Ростов,М,36.0,3,1235641.08,2,1,0,146108.37,1
160688,908.0,Рыбинск,Ж,69.0,5,673508.26,2,0,0,51917.86,0
220623,848.0,Ярославль,Ж,39.0,3,774286.94,1,1,0,97559.78,0
194024,754.0,Ростов,Ж,36.0,5,1319929.74,2,0,1,137335.01,0
151643,726.0,Ярославль,М,53.0,0,,1,1,1,264296.03,0
143423,874.0,Ярославль,Ж,37.0,6,608571.07,2,0,0,115367.99,0
123216,760.0,Ярославль,Ж,59.0,4,634508.11,2,0,1,55575.35,0
163444,794.0,Рыбинск,Ж,37.0,3,802874.37,3,1,0,219169.13,0
153223,902.0,Ярославль,М,45.0,4,754412.05,1,1,0,96334.55,0
118591,836.0,Ярославль,Ж,26.0,2,404294.71,2,0,0,44398.72,0
219110,733.0,Ростов,М,40.0,3,313091.58,2,1,0,142923.55,0
203255,999.0,Ярославль,М,36.0,4,10641153.66,2,0,0,1042118.22,0
215383,964.0,Ярославль,Ж,57.0,5,2683464.07,2,1,0,128495.99,0
208668,701.0,Рыбинск,М,49.0,0,,1,1,1,184541.5,0
185748,912.0,Ярославль,Ж,47.0,5,1598218.98,2,0,0,180256.98,0
190456,921.0,Рыбинск,М,29.0,0,,1,1,0,150260.16,0
170410,816.0,Ярославль,М,54.0,3,760135.48,2,0,1,147142.76,0
159377,900.0,Ярославль,Ж,46.0,5,1518771.63,2,1,0,225531.93,0
161270,889.0,Ярославль,М,49.0,3,360966.7,2,1,0,79286.16,0
218916,898.0,Ярославль,Ж,60.0,5,1787937.38,2,0,1,139840.46,1
213017,904.0,Ярославль,М,50.0,1,,2,1,1,245220.46,0
208799,917.0,Ярославль,М,55.0,0,,2,1,0,69045.26,0
163660,858.0,Ярославль,Ж,37.0,5,849953.2,2,0,0,206095.55,0
127026,760.0,Рыбинск,М,37.0,3,372782.91,2,1,0,137516.49,0
189441,992.0,Рыбинск,М,39.0,3,839920.42,2,1,1,93344.51,0
175657,887.0,Ярославль,Ж,52.0,4,1558389.23,3,0,0,150264.55,1
218809,735.0,Рыбинск,Ж,34.0,0,40.0,2,1,1,50486.69,0
209794,861.0,Ростов,Ж,63.0,2,1204706.85,2,0,1,80261.36,0
228821,888.0,Ярославль,М,50.0,4,5960758.59,3,0,0,215779.0,0
135842,920.0,Ярославль,Ж,50.0,3,1636351.29,4,1,1,150042.64,1
195166,852.0,Ростов,Ж,33.0,4,442212.75,2,0,1,93005.02,0
219454,689.0,Ярославль,М,43.0,0,,1,1,1,148867.63,0
132429,844.0,Рыбинск,М,43.0,3,372728.83,2,1,1,129350.63,0
198969,778.0,Рыбинск,Ж,38.0,3,672767.02,2,1,0,89854.04,0
195712,916.0,Рыбинск,М,25.0,0,,1,0,0,253879.04,0
223664,820.0,Ярославль,Ж,32.0,0,162861.63,2,1,0,55144.59,0
127885,729.0,Рыбинск,М,28.0,0,,1,1,0,193732.18,0
155053,829.0,Рыбинск,М,33.0,2,297809.91,1,1,1,193605.1,0
134628,772.0,Ярославль,М,41.0,2,964169.62,3,0,0,144091.17,0
181495,797.0,Рыбинск,М,29.0,4,278965.41,3,1,1,49939.37,1
152816,938.0,Ярославль,М,36.0,0,,2,1,0,163102.11,0
197246,876.0,Ярославль,Ж,39.0,5,1497303.86,4,1,1,220384.96,1
191485,881.0,Ярославль,М,48.0,4,1333042.72,4,1,1,97051.5,0
117511,889.0,Рыбинск,Ж,55.0,4,1792087.1,4,0,1,148419.59,1
153530,925.0,Ярославль,Ж,59.0,4,525584.39,2,0,0,102322.71,0
119348,729.0,Рыбинск,Ж,57.0,0,,1,1,0,195765.26,0
137494,906.0,Ярославль,Ж,29.0,5,659172.87,3,0,1,150507.56,1
190845,973.0,Рыбинск,Ж,33.0,3,1088415.5,2,0,0,42976.93,0
191088,844.0,Ярославль,Ж,27.0,3,128562.16,2,1,0,47637.26,0
198232,849.0,Рыбинск,Ж,44.0,2,919099.52,2,1,1,145058.07,0
204297,833.0,Ярославль,Ж,51.0,5,586383.75,1,1,1,80110.54,0
193935,920.0,Ярославль,М,35.0,0,,1,1,1,1087009.59,0
200856,899.0,Ярославль,М,51.0,0,,1,1,0,211568.63,0
116248,810.0,Ярославль,М,28.0,5,678767.33,3,1,1,40456.54,0
211270,833.0,Рыбинск,Ж,33.0,4,688630.24,2,1,1,39644.06,0
171085,837.0,Ярославль,М,54.0,3,924858.19,2,1,1,221195.64,1
222231,866.0,Ярославль,М,52.0,4,1934763.73,2,0,1,131115.47,1
156342,767.0,Ростов,Ж,37.0,2,179592.99,1,1,0,161088.6,0
153529,815.0,Ростов,М,40.0,5,1352028.41,3,1,1,155973.72,0
226230,826.0,Ярославль,Ж,47.0,5,665417.0,2,1,1,118418.13,0
115966,813.0,Ярославль,М,49.0,5,662580.5,2,1,0,143424.24,0
178478,908.0,Рыбинск,Ж,28.0,0,,1,1,1,123099.27,0
180837,886.0,Ярославль,М,29.0,4,467662.78,2,1,1,85995.43,1
192913,875.0,Ярославль,Ж,40.0,2,389424.84,1,1,0,219655.5,0
117028,924.0,Ярославль,Ж,37.0,0,,2,1,0,565136.76,0
150218,919.0,Ярославль,М,39.0,0,,2,1,0,244354.0,0
115753,852.0,Ростов,Ж,41.0,1,401917.65,1,1,1,164136.99,1
197520,860.0,Рыбинск,М,64.0,4,1035870.26,2,1,0,76932.09,0
120281,889.0,Ростов,М,35.0,5,1846154.94,2,0,0,113791.28,0
163534,887.0,Рыбинск,Ж,41.0,4,514916.2,2,0,0,86877.1,0
168008,837.0,Ярославль,М,42.0,5,1239889.63,2,1,0,159621.47,0
168524,867.0,Ярославль,М,52.0,5,516893.58,2,1,0,79085.69,0
123561,933.0,Ярославль,М,60.0,3,3762093.14,2,1,0,168922.62,0
213551,882.0,Рыбинск,М,34.0,0,,2,0,1,218285.8,0
163623,901.0,Рыбинск,Ж,73.0,5,1551588.92,3,1,0,71681.64,0
115100,933.0,Ярославль,Ж,55.0,0,,1,1,1,141735.55,0
173067,649.0,Ярославль,М,46.0,0,,1,1,1,121654.31,0
156548,772.0,Ростов,М,46.0,4,476039.17,3,1,1,138869.67,1
211497,890.0,Рыбинск,М,27.0,3,585726.03,2,0,1,89774.24,1
152666,817.0,Ростов,М,32.0,3,682016.23,1,0,1,75559.28,1
147058,832.0,Ярославль,Ж,45.0,3,682197.18,2,1,1,195910.14,0
184343,968.0,Ярославль,М,34.0,0,,1,1,0,230952.56,0
134681,822.0,Ярославль,М,33.0,0,85785.68,2,1,1,175015.68,1
139781,888.0,Рыбинск,Ж,62.0,0,,1,1,0,132160.96,0
117075,874.0,Ростов,Ж,64.0,6,868529.73,2,1,1,84619.31,0
156779,780.0,Ярославль,М,33.0,0,39712.83,2,1,0,96780.65,0
196873,814.0,Ярославль,Ж,40.0,3,299283.39,3,0,1,181138.94,0
159261,847.0,Ярославль,Ж,65.0,3,669607.08,2,0,0,31386.81,0
193249,960.0,Ростов,М,47.0,5,11834882.67,2,0,1,507039.17,1
136190,786.0,Ярославль,Ж,35.0,1,377195.96,2,0,0,125736.15,0
138092,861.0,Ярославль,Ж,43.0,5,920708.06,2,0,1,115396.12,1
123977,867.0,Ярославль,Ж,34.0,3,588733.63,2,1,0,62441.27,0
148493,974.0,Ростов,М,43.0,5,561851.14,3,0,0,71732.84,0
128367,835.0,Рыбинск,М,40.0,5,1307062.51,3,1,0,92837.56,0
184017,916.0,Ярославль,М,38.0,0,,1,1,1,976764.53,0
156174,837.0,Ярославль,М,40.0,5,395614.19,1,1,0,168034.21,0
153531,827.0,Рыбинск,М,56.0,4,470699.76,2,0,1,115944.08,0
205499,792.0,Ярославль,Ж,42.0,1,296568.04,1,1,0,137563.49,0
214167,923.0,Ярославль,М,57.0,3,2878935.24,3,0,0,162036.31,1
195651,830.0,Рыбинск,Ж,52.0,4,1092305.84,1,1,1,103610.92,0
155405,787.0,Ярославль,М,34.0,4,305010.39,2,1,1,120466.31,0
171866,832.0,Ярославль,М,28.0,2,260902.91,1,1,0,77432.28,0
162442,897.0,Ярославль,М,61.0,3,381758.5,2,0,1,78191.64,0
136048,915.0,Ярославль,М,36.0,4,647302.18,1,1,0,132120.52,0
120016,814.0,Рыбинск,М,35.0,2,287799.24,2,1,0,107794.71,0
157168,929.0,Ярославль,М,33.0,5,1093111.45,3,0,0,177813.17,1
141897,923.0,Ярославль,Ж,45.0,5,3172838.89,1,1,1,216790.29,0
202650,776.0,Ярославль,М,34.0,4,537870.52,2,1,1,60791.88,0
144158,830.0,Ярославль,М,46.0,2,827643.11,1,1,1,176009.25,0
137452,870.0,Ярославль,Ж,32.0,0,128583.51,2,0,1,103295.22,1
220453,931.0,Рыбинск,М,44.0,0,,1,1,0,633722.6,0
191769,874.0,Ярославль,М,29.0,5,460725.19,2,1,1,43563.63,1
153207,891.0,Рыбинск,М,35.0,4,513368.35,2,1,1,179603.44,1
181537,920.0,Ярославль,М,39.0,0,,3,0,1,207942.22,0
148933,698.0,Рыбинск,М,27.0,0,,1,1,1,106180.82,0
183144,863.0,Ярославль,Ж,31.0,2,393123.6,2,0,0,74208.12,0
191382,887.0,Ярославль,Ж,31.0,4,697208.53,2,1,0,96782.39,0
207157,776.0,Ростов,М,26.0,5,339288.58,2,0,0,16573.04,0
156153,834.0,Рыбинск,М,33.0,4,357282.6,2,0,1,147017.34,0
205266,715.0,Ярославль,М,35.0,0,,1,1,0,300133.28,0
225733,955.0,Рыбинск,М,24.0,0,14674.32,2,0,1,129732.61,0
205510,873.0,Рыбинск,Ж,22.0,3,32711.67,2,1,1,32238.44,0
203956,795.0,Ярославль,М,30.0,4,691434.4,3,1,0,53400.49,0
182839,758.0,Ростов,М,42.0,4,722658.94,2,1,1,87213.35,0
116307,752.0,Ростов,М,51.0,3,554095.47,2,1,1,96057.83,0
155735,710.0,Рыбинск,М,27.0,0,,1,1,0,93563.51,0
215180,806.0,Ярославль,М,62.0,1,382191.66,1,1,0,25084.02,0
179846,775.0,Ярославль,М,39.0,3,253220.5,1,1,1,167680.27,0
217672,844.0,Ярославль,М,36.0,5,1206593.14,4,0,1,145359.98,0
154995,806.0,Рыбинск,Ж,44.0,2,267270.85,2,0,0,58060.11,0
138009,937.0,Ярославль,М,29.0,0,,1,0,1,263901.77,0
225316,862.0,Рыбинск,М,42.0,5,1652361.2,2,0,1,140661.63,1
193304,944.0,Ярославль,Ж,33.0,5,1795839.73,2,1,0,131571.34,0
216423,817.0,Ростов,Ж,65.0,5,807099.36,2,0,0,51427.88,0
194824,874.0,Рыбинск,М,34.0,4,427020.17,4,1,1,99222.46,1
195252,692.0,Ярославль,М,37.0,0,,2,1,1,206398.8,0
214552,809.0,Рыбинск,Ж,59.0,3,366885.98,2,1,1,80686.85,0
204464,891.0,Ярославль,М,43.0,0,,1,1,0,227087.04,0
210135,974.0,Ярославль,Ж,50.0,5,5680148.93,4,1,1,338471.66,0
227725,839.0,Рыбинск,Ж,40.0,0,139274.8,2,0,0,99943.31,0
224990,912.0,Ростов,Ж,58.0,0,,1,1,1,175500.67,0
179224,876.0,Ростов,Ж,50.0,3,424447.36,2,0,0,115627.58,0
152138,788.0,Ростов,Ж,28.0,5,577720.14,2,0,0,16306.87,0
216839,976.0,Ярославль,Ж,36.0,0,193864.97,3,0,0,117169.09,0
167654,910.0,Ростов,М,35.0,4,2543743.23,2,0,1,192180.79,1
222827,857.0,Рыбинск,М,40.0,1,211074.24,2,0,1,139192.79,0
187864,875.0,Рыбинск,Ж,50.0,5,594306.11,2,1,1,104586.35,1
148263,753.0,Ярославль,М,39.0,4,641450.8,2,1,1,161394.23,0
220733,886.0,Ярославль,Ж,42.0,3,416816.52,2,0,0,70874.55,0
115165,785.0,Ярославль,Ж,36.0,0,45655.38,2,1,1,57342.89,0
123294,724.0,Ярославль,М,36.0,0,,2,1,0,253363.38,0
164251,813.0,Ростов,М,40.0,3,355126.2,2,1,0,123897.53,1
223316,841.0,Ярославль,Ж,54.0,2,308874.4,2,0,0,51699.69,0
179395,896.0,Ярославль,М,44.0,0,,1,1,1,212728.52,0
140100,825.0,Ярославль,М,39.0,3,971696.03,2,1,1,181308.36,0
149214,905.0,Рыбинск,Ж,54.0,5,653920.73,1,1,0,179725.12,0
212801,874.0,Рыбинск,М,69.0,4,1172235.05,1,1,0,46239.97,0
156334,899.0,Ярославль,Ж,35.0,6,705682.5,2,1,0,94726.9,0
139931,904.0,Рыбинск,Ж,42.0,0,,1,1,1,125594.69,0
147902,868.0,Ярославль,Ж,33.0,5,801203.06,3,0,1,105125.26,1
180656,836.0,Ярославль,Ж,42.0,4,1228735.61,4,1,1,140312.89,0
204899,899.0,Ярославль,М,32.0,5,772641.94,2,1,0,90634.41,0
127879,820.0,Рыбинск,Ж,33.0,2,133341.14,2,1,0,152680.04,0
207933,844.0,Ярославль,М,38.0,2,1095319.89,2,1,1,188474.28,1
219912,896.0,Рыбинск,Ж,62.0,5,1525653.77,2,0,0,53034.36,0
117060,908.0,Ярославль,М,34.0,0,,1,1,1,156932.86,0
216240,894.0,Ярославль,М,31.0,4,1561119.95,2,1,1,138707.37,1
141789,889.0,Ярославль,Ж,46.0,5,940091.33,2,1,0,74896.35,0
117597,770.0,Ростов,М,51.0,3,315887.67,1,1,1,56007.83,0
136495,805.0,Рыбинск,Ж,35.0,3,272066.08,1,1,1,90752.85,0
143902,728.0,Ростов,Ж,60.0,0,46466.74,1,1,1,22089.62,0
120673,731.0,Рыбинск,Ж,60.0,0,,1,1,1,162013.81,0
156349,943.0,Ростов,М,62.0,5,1658661.82,2,1,0,114682.62,0
228887,833.0,Ростов,Ж,36.0,4,787170.88,3,0,0,74305.8,0
157633,867.0,Ростов,Ж,36.0,6,576488.71,2,1,0,129748.64,0
228880,890.0,Ярославль,М,54.0,5,3582411.37,3,0,1,96882.21,1
214872,915.0,Ярославль,Ж,35.0,6,1699671.01,4,0,0,203006.96,1
131202,923.0,Ростов,Ж,50.0,0,,1,1,1,83436.09,0
